hanzi,pinyin,meaning,distractor_1,distractor_2,distractor_3,distractor_4,distractor_5,distractor_6,distractor_7,distractor_8,distractor_9,level
灯,dēng,lamp,动,为,忧,访,列,伤,闪,张,烂,HSK2
秋,qiū,autumn,钦,砍,极,耿,秩,袄,揪,锹,软,HSK2
末,mò,last,未,朱,宋,束,来,木,本,呆,茉,HSK2
冬,dōng,winter,亥,疼,姿,多,终,洛,汉,条,凌,HSK2
爬,pá,to climb,扮,虎,扔,抓,勉,炮,虏,航,奶,HSK2
为,wèi,act,伪,伤,灯,优,穷,究,光,乃,讥,HSK2
以,yǐ,to use,改,议,坎,坟,似,浓,汰,沃,切,HSK2
可,kě,can,司,问,间,卫,同,盯,叮,呵,回,HSK2
自,zì,self,百,目,白,且,吉,首,昔,巨,直,HSK2
所,suǒ,place,斯,折,斥,近,仿,歼,肤,听,炉,HSK2
主,zhǔ,master,宝,丰,羊,玉,亩,辛,牛,生,宙,HSK2
由,yóu,up to,申,中,田,曲,丑,甘,且,甲,丰,HSK2
应,yīng,should,位,赔,立,层,症,焊,原,宏,赃,HSK2
头,tóu,head,买,实,尖,关,卖,夹,芥,安,类,HSK2
表,biǎo,surface,衷,隶,袁,装,丧,衰,哀,银,巷,HSK2
位,wèi,position,立,拉,应,惊,垃,惧,恨,烂,悄,HSK2
论,lùn,theory,抡,沧,伦,永,拎,轮,依,绘,冷,HSK2
平,píng,level,玉,半,干,工,王,当,晋,宝,牢,HSK2
更,gèng,more,吏,史,果,夏,束,便,麦,要,桌,HSK2
数,shù,number,教,拨,矮,效,被,敬,牧,救,援,HSK2
报,bào,report,敲,拼,服,狠,毁,好,按,挟,娘,HSK2
受,shòu,to accept,交,妥,委,皮,艾,授,采,发,役,HSK2
司,sī,to take charge of,同,可,固,间,问,宫,高,皇,堂,HSK2
眼,yǎn,eye,跟,明,胡,银,朗,朝,腊,畏,追,HSK2
且,qiě,moreover,目,白,百,自,吉,日,甘,古,亩,HSK2
交,jiāo,to mingle,发,受,咬,父,尖,胶,哎,役,处,HSK2
拉,lā,to pull,垃,掠,啦,位,挡,驻,惊,悲,悄,HSK2
清,qīng,pure,滑,淳,请,消,情,溃,泻,渴,涡,HSK2
言,yán,words,宣,宫,官,害,冒,信,喜,音,章,HSK2
算,suàn,to calculate,莓,管,每,窖,酱,墓,磨,幕,蓄,HSK2
轻,qīng,light,客,择,坚,容,竖,怪,笨,蓉,经,HSK2
参,cān,to participate,修,惨,渗,谬,掺,寥,诊,彥,疼,HSK2
划,huà,to divide,犹,拢,戒,扰,找,或,晓,城,捞,HSK2
态,tài,attitude,悉,袋,染,念,梁,忍,筷,涨,悠,HSK2
留,liú,to stay,脖,招,鸽,绍,铅,脾,盈,患,望,HSK2
举,jǔ,to lift up,奔,竖,登,差,笨,怪,客,卒,详,HSK2
千,qiān,thousand,手,任,舌,币,卡,乓,话,丢,乒,HSK2
船,chuán,ship,铅,脖,胎,鸽,舶,鸡,脾,腺,熄,HSK2
刚,gāng,just now,鸥,钢,纲,削,闹,驱,箭,网,制,HSK2
云,yún,cloud,至,尝,空,室,京,车,罕,去,侄,HSK2
句,jù,sentence,旬,甸,苟,的,旷,局,另,尼,乃,HSK2
角,jiǎo,horn,佣,龟,兔,钥,拥,免,争,对,鹿,HSK2
占,zhān,fortune,古,吉,百,日,白,旧,卓,上,昔,HSK2
份,fèn,portion,吩,盼,伤,分,价,扮,伙,伏,芬,HSK2
背,bèi,back,指,皆,导,肾,乖,捐,有,毙,脂,HSK2
永,yǒng,eternity,水,论,求,冰,沧,咏,衣,祭,依,HSK2
味,wèi,flavor,昧,咪,眯,谋,珠,抹,森,辣,宋,HSK2
温,wēn,temperature,湿,滑,浩,谓,踪,汪,评,罚,潭,HSK2
画,huà,drawing,凹,回,唱,国,哩,固,罩,皇,曰,HSK2
睛,jīng,eyeball,晴,瞎,啃,蕾,唱,喧,罪,南,暗,HSK2
健,jiàn,healthy,键,建,截,解,镰,镶,懈,魏,糠,HSK2
迎,yíng,to greet,过,还,退,辽,违,连,迷,述,迈,HSK2
努,nǔ,to toil,务,段,矮,挨,教,妖,殷,娇,敏,HSK2
套,tào,cover,窄,蛋,奈,眷,李,者,季,丢,穿,HSK2
挺,tǐng,to erect,蜓,艇,挨,揉,埃,毁,延,揍,拢,HSK2
晴,qíng,sunny,睛,南,唱,啃,喧,瞎,蕾,罩,暗,HSK2
喂,wèi,hello,碍,喝,谭,蝗,槁,噪,嗅,谓,晴,HSK2
其,qí,theirs,具,真,共,宾,县,乓,兵,填,典,HSK2
但,dàn,however,侣,石,岩,右,伯,告,借,柜,佳,HSK2
它,tā,it,尼,老,宅,尤,匕,艺,乞,吃,记,HSK2
使,shǐ,to use,仗,便,夜,梗,侠,枝,友,杖,度,HSK2
向,xiàng,orientation,尚,品,同,问,可,马,司,凸,间,HSK2
或,huò,or,戒,庞,战,咸,域,钥,成,划,苏,HSK2
信,xìn,faith,言,停,伺,享,仁,语,谊,倍,害,HSK2
度,dù,degrees,虔,瘦,侯,使,复,夏,便,庆,圣,HSK2
海,hǎi,sea,湾,缚,综,溜,谤,颈,缩,侮,磅,HSK2
通,tōng,to communicate,遇,莲,遛,蜜,诵,遵,遏,违,递,HSK2
变,biàn,to change,类,突,奕,买,菜,安,实,婪,度,HSK2
安,ān,peaceful,妄,实,买,这,圣,姜,变,丧,衷,HSK2
接,jiē,to welcome,择,按,揍,搂,轰,猪,拼,葵,姜,HSK2
市,shì,market,审,巾,寺,再,吁,于,书,韦,时,HSK2
直,zhí,straight,昔,宜,首,自,置,百,且,草,盲,HSK2
克,kè,to overcome,完,党,兑,竞,兄,晃,另,无,元,HSK2
便,biàn,convenient,使,梗,集,果,更,假,兼,度,坚,HSK2
科,kē,academic discipline,料,利,稍,榨,秤,淋,粹,译,纤,HSK2
观,guān,to observe,规,鸡,豌,就,碗,锐,窥,惋,舰,HSK2
让,ràng,to yield,证,计,订,谊,忙,壮,针,当,诈,HSK2
运,yùn,to carry,退,连,逗,造,遗,宏,送,违,尝,HSK2
往,wǎng,toward,住,征,待,话,许,洁,伴,注,汪,HSK2
英,yīng,England,芙,茉,映,夫,夹,荣,央,哭,挟,HSK2
单,dān,list,卑,审,革,啤,窜,羊,宙,甫,鱼,HSK2
复,fù,to return,夏,侵,度,爱,集,委,轰,葵,衷,HSK2
装,zhuāng,attire,衷,表,隶,衰,袁,银,淇,缉,录,HSK2
护,hù,to protect,折,扩,拆,捉,崭,据,拐,提,坊,HSK2
音,yīn,sound,普,章,首,智,菩,晋,吾,官,宰,HSK2
段,duàn,section,设,毁,殷,菠,敦,援,娇,敢,股,HSK2
故,gù,deliberately,敌,玫,技,收,坡,友,拔,鼓,蚊,HSK2
河,hé,river,污,洞,汀,讨,凉,滑,江,订,淳,HSK2
低,dī,low,抵,底,质,侦,饪,纸,歼,很,诉,HSK2
助,zhù,to assist,功,坊,屁,动,苟,鹿,历,胀,疤,HSK2
育,yù,education,苔,皆,畜,肾,有,督,者,套,垦,HSK2
般,bān,sort,殷,股,毁,艘,服,敏,散,殴,殿,HSK2
急,jí,anxious,意,怠,惠,惹,驾,悬,等,筹,预,HSK2
层,céng,story,厚,犀,扇,屋,屑,唇,原,晨,厨,HSK2
卡,kǎ,card,车,计,壮,扛,寺,辛,宇,主,丰,HSK2
静,jìng,quiet,鹤,辖,嘴,摘,铺,帮,藤,膊,攘,HSK2
草,cǎo,grass,卓,旱,昔,苦,早,辜,莹,罩,宜,HSK2
鱼,yú,fish,笛,年,单,窑,竿,牢,昨,窜,啤,HSK2
康,kāng,health,展,隶,虔,衷,轰,葵,奏,猪,腹,HSK2
板,bǎn,board,饭,扳,彼,枚,极,权,版,被,枝,HSK2
庭,tíng,courtyard,庞,额,第,超,菊,屡,冤,越,隆,HSK2
油,yóu,oil,汪,沽,汗,沮,沾,泄,注,浊,泊,HSK2
词,cí,word,洞,饲,请,谅,哼,罚,谓,涧,订,HSK2
园,yuán,park,圆,高,团,围,宫,些,章,富,曾,HSK2
姓,xìng,surname,娃,奸,菇,姑,牲,妇,狂,挫,胜,HSK2
咱,zán,we,担,拒,咕,距,晤,咀,暗,非,昔,HSK2
狗,gǒu,dog,猿,狩,犹,钓,猴,猾,猪,狈,奶,HSK2
腿,tuǐ,leg,遛,遗,躺,递,糙,馈,澳,遇,腺,HSK2
碰,pèng,to bump,粒,滥,硕,继,粽,龄,脑,榴,碳,HSK2
吹,chuī,to blow,砍,坎,殃,歌,伙,欢,欣,秋,欺,HSK2
租,zū,to rent,相,粗,和,程,祖,柱,柜,柏,棺,HSK2
猫,māo,cat,猎,狸,独,猜,猩,狂,猖,猛,猪,HSK2
瓶,píng,bottle,琉,鹅,跪,规,疏,撼,饿,轨,搬,HSK2
澡,zǎo,bath,藻,躁,漠,噪,臊,渣,燥,睬,操,HSK2
然,rán,so,燃,泼,烈,竣,淡,谈,痰,怒,悠,HSK2
成,chéng,to turn into,咸,戒,劝,族,凤,庞,或,犹,威,HSK2
法,fǎ,method,注,滨,淇,洪,沛,消,浦,浊,治,HSK2
部,bù,part,郭,陪,廊,郁,郎,都,邦,耶,邪,HSK2
意,yì,idea,惠,息,悬,驾,急,辱,等,惹,恩,HSK2
情,qíng,feeling,惰,请,憎,事,惜,青,掌,悟,望,HSK2
物,wù,thing,吻,扬,杨,肠,绒,畅,膨,锡,砌,HSK2
合,hé,to fit,舍,全,含,金,杏,恰,会,命,盒,HSK2
提,tí,to bring up,捉,堤,拐,损,护,摸,抚,据,摆,HSK2
件,jiàn,piece,伴,佯,性,仲,住,坐,柱,枉,伸,HSK2
求,qiú,to request,奈,录,隶,泉,余,哀,浪,岔,茶,HSK2
共,gòng,together,典,其,拄,井,拱,兵,乓,书,去,HSK2
带,dài,sash,蒂,常,掉,节,帝,峙,捍,啃,莹,HSK2
示,shì,to show,宗,京,尘,守,行,冈,汇,闭,门,HSK2
照,zhào,to illuminate,熙,燕,期,羔,点,蹬,黑,驻,煮,HSK2
称,chēng,name,秘,锹,揪,松,漱,你,弥,钦,溉,HSK2
查,chá,to investigate,杏,否,歪,某,桌,李,栗,奇,香,HSK2
随,suí,to let,邀,陈,隐,颖,遛,锁,陷,瓶,糙,HSK2
红,hóng,red,坛,绰,绅,结,茫,诬,纤,诺,宏,HSK2
响,xiǎng,echo,晌,啃,桐,呵,哼,喝,喂,吗,砸,HSK2
食,shí,food,会,令,余,含,谷,矛,衣,今,茶,HSK2
啊,ā,aah,陋,赠,鸭,卿,硕,顿,啼,喻,阿,HSK2
亮,liàng,shiny,壳,旁,完,宪,竞,党,竟,乌,号,HSK2
掉,diào,to drop,捏,扯,捍,草,扣,扛,措,描,悼,HSK2
楚,chǔ,clear,菊,禁,婪,谍,探,犁,辣,森,模,HSK2
封,fēng,to seal,挂,拌,挡,措,挫,特,排,描,捏,HSK2
湖,hú,lake,湘,潮,滴,溃,滞,栋,海,砖,淌,HSK2
旅,lǚ,to travel,旋,妨,脉,纺,旗,殷,族,劝,涨,HSK2
借,jiè,to borrow,倡,值,宿,佳,估,但,伯,在,昼,HSK2
篇,piān,piece of writing,筛,膊,偏,扁,慌,虚,鹰,魔,顽,HSK2
遍,biàn,everywhere,遏,遇,惯,遛,通,遗,遵,篇,损,HSK2
典,diǎn,canon,共,其,具,兵,黄,舆,填,宾,乓,HSK2
街,jiē,street,待,碌,销,锅,荷,绰,橱,莉,谋,HSK2
夏,xià,summer,复,麦,更,曼,轰,度,姜,妻,宴,HSK2
哭,kū,to cry,夹,架,关,芙,天,英,夫,男,吴,HSK2
晨,chén,morning,唇,层,厚,辰,寝,易,辱,房,扇,HSK2
饺,jiǎo,dumpling,铰,绞,跤,较,馁,胶,校,俊,狡,HSK2
经,jīng,to pass through,径,给,缤,裂,绘,轻,纤,该,绊,HSK2
定,dìng,to set,足,走,是,促,桌,莫,吴,畏,束,HSK2
理,lǐ,logic,埋,革,萤,审,挂,钳,啤,单,崔,HSK2
实,shí,reality,买,卖,头,安,突,奕,贤,芳,类,HSK2
者,zhě,one who,著,暮,垦,堵,奢,暑,吞,春,室,HSK2
活,huó,to live,汗,沽,话,洁,油,汪,注,沾,沛,HSK2
结,jié,to tie,组,培,细,绢,浩,绅,红,绰,洁,HSK2
空,kōng,empty,罕,至,室,许,车,侄,云,谊,牢,HSK2
像,xiàng,to resemble,橡,稼,象,豫,俊,嫁,家,慷,绎,HSK2
完,wán,to finish,竞,元,克,党,壳,亮,宪,兑,晃,HSK2
确,què,authentic,嘴,解,瀚,赖,懈,镯,摊,糊,礁,HSK2
组,zǔ,group,结,细,祖,绢,沮,朗,眼,胖,浩,HSK2
流,liú,to flow,统,滤,溅,疏,游,硫,您,缆,琉,HSK2
际,jì,border,陨,预,邪,陈,悲,恶,粽,廊,标,HSK2
须,xū,to have to,烦,涉,袋,领,咏,涨,颈,频,冷,HSK2
周,zhōu,week,局,唐,属,屑,层,剧,席,庸,库,HSK2
黑,hēi,black,熏,羔,嘿,膛,腥,蔗,照,点,腊,HSK2
够,gòu,enough,哆,侈,移,梦,锣,浆,多,肠,煲,HSK2
例,lì,example,列,裤,惭,祷,愧,衔,既,俯,咧,HSK2
黄,huáng,yellow,寅,宾,真,填,具,其,埋,典,专,HSK2
脸,liǎn,face,险,捡,俭,验,族,敏,致,腺,散,HSK2
怕,pà,to dread,柏,估,钻,壮,伯,在,惜,扫,肚,HSK2
适,shì,suitable,道,造,迫,追,退,逞,连,迪,话,HSK2
夜,yè,night,使,枝,友,攻,侠,仗,核,玫,肢,HSK2
省,shěng,to economize,香,看,督,肾,皆,窄,昏,育,有,HSK2
停,tíng,to halt,伺,何,信,亭,堡,请,哼,磊,词,HSK2
游,yóu,to swim,诱,钩,漾,淀,弥,溜,冻,蒸,沏,HSK2
检,jiǎn,to examine,俭,栓,袜,险,榆,捡,探,橙,麻,HSK2
银,yín,silver,钥,跟,衷,袁,很,浪,恨,艰,碌,HSK2
养,yǎng,to raise,界,美,唉,券,奕,案,秦,突,类,HSK2
脚,jiǎo,foot,卿,谢,柳,愧,蝴,胸,槐,剃,御,HSK2
换,huàn,to exchange,挨,挽,投,焕,埃,挟,扮,唤,殃,HSK2
短,duǎn,short,矩,知,辟,腔,悟,牌,腊,座,厢,HSK2
顺,shùn,smooth,顽,厕,顾,侧,烦,颊,勋,赎,账,HSK2
卖,mài,to sell,实,买,芽,莫,妄,旁,茎,芳,竖,HSK2
纸,zhǐ,paper,抵,低,纺,劲,幼,城,旅,纤,逃,HSK2
蓝,lán,blue,型,苹,窑,牢,菩,南,竿,凿,醒,HSK2
墙,qiáng,wall,搞,培,擅,苛,碧,增,萤,营,哥,HSK2
宜,yí,suitable,昔,直,首,官,宫,草,百,吾,卓,HSK2
辆,liàng,vehicle,搁,祷,藤,棒,摧,铸,摊,桶,锅,HSK2
骑,qí,to ride,鸽,脖,竭,悲,跨,韵,垮,挎,鸦,HSK2
脏,zàng,internal organs,舶,胜,赃,胡,肿,脾,胖,朗,腔,HSK2
椅,yǐ,chair,荷,榨,桶,畸,梅,倚,梯,崎,诺,HSK2
疼,téng,to hurt,凌,该,咳,液,渡,凄,络,奏,浸,HSK2
饱,bǎo,sated,袍,抱,跑,胞,泡,拘,炮,弥,刨,HSK2
篮,lán,basket,盛,箭,德,榴,嗦,惩,额,谎,筛,HSK2
特,tè,special,持,诗,错,待,荷,拌,钟,牲,押,HSK2
量,liàng,quantity,皇,呈,国,童,章,旱,靠,罩,堂,HSK2
级,jí,rank,叛,绞,被,缓,缎,敛,饭,绒,竣,HSK2
离,lí,to leave,璃,商,圈,筐,阅,挥,帘,窖,磊,HSK2
满,mǎn,full,灌,涛,津,潘,锅,涡,瀑,裙,滴,HSK2
选,xuǎn,to choose,远,逸,迈,遗,送,迭,染,洗,边,HSK2
倒,dǎo,to topple,傅,到,橱,饲,储,垮,侮,褐,街,HSK2
靠,kào,to lean on,辜,旱,章,罩,莹,量,皇,卓,呈,HSK2
座,zuò,seat,竿,每,牢,坐,窑,库,盘,短,庙,HSK2
顾,gù,to look back,顽,厕,愿,财,烦,倾,赠,赐,顺,HSK2
钟,zhōng,bell,针,错,神,袖,绅,虾,坤,特,轩,HSK2
堂,táng,hall,皇,兽,国,宫,章,呈,高,罩,晋,HSK2
嘴,zuǐ,mouth,确,鹤,镯,蟹,静,翻,麟,穗,解,HSK2
绿,lǜ,green,敦,续,绽,跤,墩,凌,练,铰,绣,HSK2
惯,guàn,accustomed,愤,愣,馈,债,愧,贯,预,硕,赛,HSK2
舒,shū,to relax,野,诵,僚,抒,俺,桶,椅,瑰,通,HSK2
漂,piāo,to float,溃,薄,润,滴,粽,浑,滞,鲸,溜,HSK2
凉,liáng,cool,惊,谅,滨,掠,消,泣,冯,混,冻,HSK2
鞋,xié,shoes,韩,睦,蛙,瞄,哇,耕,薛,蝗,哩,HSK2
筷,kuài,chopsticks,笼,秩,袋,族,矫,桥,唉,粉,秧,HSK2
原,yuán,original,京,层,祟,扇,崇,厚,宗,席,屑,HSK2
题,tí,topic,惠,超,赔,恩,驾,虚,堕,侮,竭,HSK2
感,gǎn,to feel,惑,簇,裁,戚,葱,撼,熟,贼,热,HSK2
药,yào,medicine,筝,荡,钩,钓,纬,练,烤,扬,绽,HSK2
室,shì,room,至,空,垦,罕,窖,窑,享,谊,侄,HSK2
超,chāo,super,起,趋,越,摸,题,庭,垫,募,寇,HSK2
铁,tiě,iron,跌,秩,殃,诀,秧,联,欺,决,埃,HSK2
练,liàn,to practice,炼,钩,涛,冻,绿,综,缔,烤,涕,HSK2
熟,shú,ripe,热,熬,感,谈,愁,葱,惑,溅,激,HSK2
喊,hǎn,to yell,减,咙,砌,卿,诚,御,诫,械,咧,HSK2
绩,jì,accomplishment,瑟,绽,续,漾,羡,款,颖,湾,资,HSK2
越,yuè,to pass,超,戚,庭,趟,翅,辨,庞,题,菊,HSK2
愿,yuàn,to wish,顽,顾,虚,愚,惠,惩,题,竭,赠,HSK2
餐,cān,meal,凄,绎,锋,铭,逢,瑟,斜,紧,该,HSK2
颜,yán,countenance,频,颇,赐,绩,朦,煽,绸,赡,梁,HSK2
碗,wǎn,bowl,豌,惋,腕,就,观,锐,闷,规,搅,HSK2
懂,dǒng,to understand,惰,撞,磕,惜,僧,博,碑,悍,牌,HSK2
世,shì,generation,吐,叶,臣,击,旺,出,苗,岳,廿,HSK3
母,mǔ,mother,每,盘,莓,窑,牵,县,窒,牢,弃,HSK3
双,shuāng,pair,奴,驭,效,及,叹,牧,放,取,饭,HSK3
父,fù,father,义,仪,久,交,汉,众,反,文,发,HSK3
止,zhǐ,to stop,山,正,上,士,卓,占,土,叶,出,HSK3
木,mù,tree,术,未,末,宋,朱,本,休,床,禾,HSK3
互,hù,mutual,百,自,旦,亩,告,白,巨,吉,日,HSK3
厂,chǎng,factory,尸,广,严,厅,召,产,丹,库,尺,HSK3
齐,qí,neat,乔,挤,芥,矣,芬,类,葵,这,朵,HSK3
刀,dāo,sword,万,力,乃,方,几,历,刃,九,凡,HSK3
丰,fēng,plentiful,土,主,十,苗,牛,羊,再,士,申,HSK3
把,bǎ,to grasp,抚,肥,拇,抱,持,拐,地,配,蛇,HSK3
代,dài,substitute,伐,优,化,仿,允,龙,分,份,亿,HSK3
内,nèi,within,丙,肉,闪,冈,佑,舟,岗,如,凶,HSK3
化,huà,to transform,礼,花,优,仔,北,疗,伐,忧,代,HSK3
任,rèn,to appoint,千,住,仲,什,伴,伸,升,估,手,HSK3
立,lì,to stand,位,忙,业,宗,京,兰,冥,垃,六,HSK3
义,yì,justice,父,叉,仪,久,文,又,汉,议,夕,HSK3
建,jiàn,to build,健,揍,载,截,敷,搂,键,庭,裁,HSK3
区,qū,region,冈,卤,因,囱,凶,岗,医,团,半,HSK3
达,dá,to attain,这,迭,送,迟,近,边,妆,述,迈,HSK3
式,shì,style,武,拭,功,巧,试,苟,民,玩,迅,HSK3
品,pǐn,goods,吊,吕,晶,吾,可,豆,向,凸,咕,HSK3
类,lèi,kind,关,夹,奕,突,矣,美,变,尖,案,HSK3
切,qiē,to cut,功,坊,访,助,办,动,劲,边,劝,HSK3
争,zhēng,to contend,等,蛋,华,荐,诺,苟,笛,拾,李,HSK3
济,jì,to aid,浇,泽,凌,浅,没,涤,铰,涂,液,HSK3
存,cún,to exist,荐,仔,字,有,华,花,茅,毕,学,HSK3
台,tái,platform,苔,怡,冶,否,云,育,倍,县,者,HSK3
团,tuán,group,困,因,当,否,卤,岩,医,歪,恒,HSK3
集,jí,to gather,渠,架,便,兼,秉,案,秦,侯,果,HSK3
需,xū,to need,儒,闹,蒂,筐,辈,围,雷,霍,雪,HSK3
功,gōng,achievement,助,坊,切,劳,动,劲,拐,式,坑,HSK3
易,yì,easy,寡,惕,剔,募,病,晨,锡,履,寝,HSK3
显,xiǎn,obvious,壶,曾,晋,芒,宝,罩,兽,堂,章,HSK3
李,lǐ,plum,季,查,夸,茎,香,穿,字,垄,孕,HSK3
历,lì,to experience,厉,万,加,叨,方,刃,力,功,乃,HSK3
另,lìng,another,男,召,克,兄,丹,吴,完,号,兑,HSK3
仅,jǐn,merely,仗,叹,仪,权,又,反,文,处,友,HSK3
志,zhì,aspiration,忠,忘,总,悲,亲,宏,思,芽,控,HSK3
采,cǎi,to pick,菜,桨,妥,秀,杰,受,梁,俭,依,HSK3
仍,réng,still,乃,仿,伪,仇,扔,伤,优,分,力,HSK3
否,fǒu,to negate,查,杏,团,歪,音,医,右,下,召,HSK3
血,xuè,blood,面,丑,宙,咀,而,亩,世,叶,苗,HSK3
初,chū,beginning,伤,杨,伪,肠,砌,协,诚,办,视,HSK3
卫,wèi,to defend,于,巾,可,叮,节,盯,玉,吊,王,HSK3
环,huán,ring,坏,杯,仔,塔,虾,补,怀,社,珠,HSK3
村,cūn,village,材,衬,朽,付,柱,梢,社,桩,柄,HSK3
配,pèi,to distribute,招,捐,拇,乱,醇,玩,酝,昆,苟,HSK3
香,xiāng,fragrant,李,渠,查,季,杏,某,看,茎,衰,HSK3
艺,yì,art,乞,吃,孕,亿,芳,忆,劳,异,老,HSK3
杂,zá,miscellaneous,忘,亲,挖,究,宠,射,茅,总,穷,HSK3
困,kùn,trapped,团,因,柜,匿,平,菌,医,卤,岩,HSK3
旧,jiù,old,日,曰,白,正,百,臣,占,吉,古,HSK3
补,bǔ,to patch,朴,杯,怀,环,扑,仆,坏,社,衬,HSK3
材,cái,material,村,杯,林,麻,标,朽,桩,衬,栓,HSK3
抓,zhuā,to grab,扒,折,扮,爬,拆,爪,孤,瓜,扩,HSK3
训,xùn,instruction,州,灿,诉,付,焊,位,怀,恨,师,HSK3
迷,mí,lost,述,速,送,连,违,还,迭,运,迎,HSK3
订,dìng,to order,钉,讨,让,词,计,亨,京,行,何,HSK3
巧,qiǎo,skillful,亏,毕,号,苟,丐,子,打,丹,书,HSK3
羊,yáng,sheep,辛,主,丰,宰,宝,幸,寺,半,审,HSK3
衫,shān,shirt,杉,侈,多,彩,形,哆,移,修,灸,HSK3
啡,fēi,coffee,暗,睹,腊,诽,菲,睦,晤,睛,惶,HSK3
咖,kā,coffee,啸,顿,咧,嘲,赠,嘱,唠,崛,哗,HSK3
衬,chèn,lining,村,待,材,讨,付,符,行,利,梯,HSK3
汁,zhī,juice,汗,江,汪,注,沾,沛,油,活,沽,HSK3
民,mín,people,氓,声,月,昆,尹,昏,电,弄,屯,HSK3
此,cǐ,this,北,比,批,扎,孔,蛇,花,拧,轧,HSK3
并,bìng,to combine,井,走,尹,开,升,羊,奸,辛,年,HSK3
美,měi,beautiful,养,夷,类,芙,界,秉,夹,关,集,HSK3
产,chǎn,products,严,丹,库,旁,序,芳,广,卒,召,HSK3
及,jí,to reach,皮,友,仪,肢,叹,发,放,仗,艾,HSK3
各,gè,each,备,名,谷,客,衷,奋,夜,会,合,HSK3
神,shén,god,种,袖,柿,钟,社,禅,样,棋,榨,HSK3
总,zǒng,overall,忘,思,志,忠,恶,息,悲,杂,宏,HSK3
反,fǎn,opposite,皮,文,仅,艾,丈,又,支,及,友,HSK3
形,xíng,shape,杉,哎,夜,攻,衫,采,秒,笑,桨,HSK3
强,qiáng,strong,弹,腊,躬,萌,暗,搞,驻,剖,晾,HSK3
张,zhāng,to stretch,胀,涨,屁,柴,动,苏,房,府,泉,HSK3
术,shù,art,木,宋,朱,未,末,本,禾,才,休,HSK3
导,dǎo,to guide,异,背,指,皂,巷,拧,挖,老,有,HSK3
根,gēn,root,梢,很,棋,恨,桩,麻,析,稍,珠,HSK3
每,měi,every,莓,盘,母,座,酱,算,弈,窑,竿,HSK3
亲,qīn,relative,宗,尝,京,谅,宏,帘,志,崇,掠,HSK3
议,yì,to discuss,汉,仪,纹,波,牧,玫,处,蚁,发,HSK3
夫,fū,husband,天,央,失,矢,关,夹,犬,大,芙,HSK3
始,shǐ,to start,殆,好,妒,胎,赂,婚,冶,抬,如,HSK3
连,lián,one after another,违,送,莲,进,运,速,道,退,适,HSK3
华,huá,China,毕,花,仔,控,荐,存,弃,社,争,HSK3
石,shí,stone,右,但,岩,告,西,侣,午,日,百,HSK3
断,duàn,to break,斩,新,探,裤,析,橱,祈,龄,崭,HSK3
精,jīng,essence,榴,犁,橘,碍,稿,棉,惰,阀,档,HSK3
支,zhī,branch,友,艾,丈,皮,文,史,仗,肢,女,HSK3
农,nóng,agriculture,衣,依,水,表,攻,坟,茶,禾,衷,HSK3
谈,tán,to discuss,淡,愁,烫,激,缝,膨,炎,涤,竣,HSK3
专,zhuān,special,宾,传,亲,窄,县,舆,尝,车,字,HSK3
尽,jìn,to exhaust,斥,头,买,匀,实,所,贝,质,方,HSK3
古,gǔ,ancient,占,吉,白,百,旧,甘,日,告,土,HSK3
众,zhòng,crowd,久,欠,父,仪,从,火,介,纹,炊,HSK3
土,tǔ,soil,士,十,王,干,丰,廿,工,正,甘,HSK3
某,mǒu,certain,桌,茉,荣,束,栗,柬,呆,查,果,HSK3
足,zú,lower leg,定,是,走,桌,促,居,店,届,矩,HSK3
派,pài,faction,泳,讼,泌,汰,次,浓,淤,冰,饮,HSK3
批,pī,to criticize,拧,抑,扰,吼,耽,地,蛇,此,扎,HSK3
围,wéi,to surround,南,匿,闺,国,兽,辈,高,善,辜,HSK3
职,zhí,job,忠,帜,哄,识,积,思,织,脏,朗,HSK3
伤,shāng,wound,伪,仿,份,初,傍,优,为,访,族,HSK3
范,fàn,model,扼,纪,乖,记,持,讨,诧,拷,打,HSK3
简,jiǎn,simple,涧,筒,商,蔼,蜜,闯,惰,磕,阎,HSK3
退,tuì,to retreat,逗,适,运,连,逞,道,蛋,过,袁,HSK3
积,jī,to accumulate,职,眯,织,棋,咪,帜,标,根,碌,HSK3
敢,gǎn,to dare,敌,玫,胳,段,玻,牧,取,妓,政,HSK3
付,fù,to pay,何,侍,讨,仔,行,订,村,寸,衬,HSK3
危,wēi,danger,厄,疮,凭,包,炮,舱,为,宛,创,HSK3
架,jià,shelf,来,荣,柬,果,宋,栗,哭,茉,渠,HSK3
录,lù,to record,隶,衰,茅,哀,季,求,泉,裳,考,HSK3
乡,xiāng,countryside,公,么,乏,矣,务,亥,贫,委,令,HSK3
烟,yān,smoke,炬,姻,焊,矩,厢,胚,恼,知,洒,HSK3
束,shù,bundle,呆,柬,果,茉,末,栗,荣,桌,来,HSK3
戏,xì,drama,娥,绒,我,找,劝,欢,划,赵,烧,HSK3
伟,wěi,great,佯,伴,侍,伸,件,住,讳,拓,布,HSK3
彩,cǎi,color,移,衫,彭,峻,灸,影,悠,竣,彰,HSK3
庆,qìng,to celebrate,厌,夹,失,犬,矢,大,关,床,肤,HSK3
箱,xiāng,box,碎,秤,诸,诺,梅,粹,祥,禅,椅,HSK3
汤,tāng,soup,泳,浮,沏,钧,沟,涤,泌,涉,约,HSK3
